fact_table_natural_key (txn_id),accm_txn_complete_time
12042,5/20/22 6:20 PM
18603,5/20/22 10:20 PM
11573,5/20/22 11:41 PM
13947,5/25/22 11:48 PM
19445,5/21/22 3:08 AM
13440,5/20/22 3:20 AM
18819,5/25/22 3:23 AM
15376,5/23/22 2:47 AM
21105,5/24/22 1:29 PM
22094,5/23/22 11:45 PM
17962,5/21/22 7:08 PM
16970,5/23/22 7:19 PM
14083,5/24/22 8:15 PM
22572,5/21/22 3:57 PM
22266,5/25/22 4:46 PM
20068,5/22/22 7:42 PM
28483,5/20/22 8:39 AM
13441,5/22/22 6:17 PM
20334,5/25/22 7:04 AM
13016,5/20/22 4:18 AM
19588,5/22/22 1:44 AM
22258,5/19/22 11:47 PM
28697,5/21/22 7:46 AM
21154,5/23/22 7:52 PM
11909,5/20/22 12:53 AM
23013,5/25/22 8:45 PM
22752,5/19/22 5:56 AM
12612,5/25/22 2:49 PM
25419,5/24/22 6:11 PM
28963,5/23/22 2:53 PM
27291,5/22/22 2:38 AM
28855,5/20/22 7:33 AM
21118,5/24/22 9:38 PM
13142,5/22/22 4:13 PM
22165,5/24/22 5:23 AM
22064,5/24/22 2:48 AM
18741,5/23/22 9:21 PM
16831,5/20/22 2:13 AM
20754,5/21/22 11:15 AM
12906,5/23/22 12:30 PM
16637,5/21/22 10:15 PM
11656,5/22/22 12:56 PM
21453,5/19/22 3:00 AM
14808,5/23/22 6:36 AM
11256,5/19/22 12:06 PM
26846,5/23/22 8:37 AM
14298,5/23/22 6:59 AM
23235,5/25/22 5:29 PM
12403,5/19/22 6:56 PM
24337,5/23/22 4:23 PM
28460,5/19/22 1:07 PM
27303,5/22/22 7:49 PM
29379,5/19/22 1:21 PM
22691,5/19/22 9:00 AM
18015,5/19/22 4:12 AM
24029,5/22/22 7:07 PM
13498,5/22/22 8:04 AM
21860,5/22/22 2:31 AM
23962,5/25/22 6:34 PM
15445,5/24/22 11:09 AM
12660,5/22/22 12:39 PM
21785,5/21/22 2:10 AM
24666,5/20/22 11:49 PM
20088,5/25/22 12:12 PM
25032,5/24/22 9:34 AM
11629,5/23/22 5:00 AM
20183,5/25/22 12:30 PM
11189,5/23/22 8:09 AM
11183,5/21/22 11:21 AM
28036,5/25/22 11:53 AM
16105,5/22/22 11:27 AM
16986,5/22/22 2:01 PM
26630,5/21/22 8:31 AM
13351,5/24/22 6:58 AM
20293,5/22/22 3:52 PM
12136,5/22/22 12:05 PM
13013,5/24/22 1:01 PM
17165,5/24/22 2:19 AM
17951,5/24/22 2:10 AM
11808,5/24/22 1:32 PM
23741,5/20/22 7:43 PM
29028,5/24/22 3:45 PM
23333,5/22/22 7:46 PM
14267,5/23/22 2:23 PM
15860,5/22/22 9:56 AM
27919,5/20/22 3:49 AM
18755,5/19/22 8:04 AM
20167,5/21/22 1:02 PM
15962,5/24/22 1:52 AM
21561,5/22/22 1:04 AM
15854,5/21/22 6:20 PM
15545,5/19/22 12:42 AM
21652,5/24/22 3:49 PM
14929,5/21/22 4:43 PM
18492,5/20/22 2:02 AM
11636,5/23/22 1:54 PM
17446,5/24/22 2:34 AM
21303,5/21/22 12:00 PM
22227,5/25/22 8:32 AM
17530,5/25/22 1:51 PM
22446,5/23/22 3:58 AM
27018,5/25/22 7:31 PM
18284,5/24/22 5:52 PM
16653,5/23/22 5:10 AM
24593,5/22/22 2:28 AM
12435,5/19/22 6:25 PM
13729,5/19/22 2:48 PM
16711,5/19/22 1:17 PM
12598,5/22/22 6:58 PM
13446,5/20/22 1:39 AM
19813,5/24/22 3:45 AM
11107,5/24/22 5:15 AM
15594,5/22/22 12:29 AM
24336,5/24/22 3:28 AM
21155,5/24/22 2:15 AM
14953,5/25/22 12:40 PM
26045,5/21/22 7:31 PM
23575,5/21/22 7:59 PM
21756,5/21/22 2:57 AM
14053,5/19/22 10:08 AM
23245,5/21/22 6:57 PM
28719,5/22/22 2:43 AM
11854,5/24/22 10:54 PM
13706,5/20/22 4:46 AM
23645,5/24/22 1:31 PM
18914,5/22/22 9:51 PM
29104,5/20/22 6:26 PM
28935,5/20/22 6:05 AM
19430,5/21/22 6:22 PM
14357,5/19/22 5:58 PM
15302,5/19/22 1:22 PM
13638,5/22/22 6:22 PM
24278,5/20/22 12:21 AM
20084,5/24/22 7:46 AM
29314,5/20/22 6:27 AM
28441,5/24/22 10:29 AM
14331,5/21/22 11:07 PM
11310,5/20/22 6:51 PM
19125,5/25/22 3:21 PM
24979,5/24/22 8:07 AM
17569,5/24/22 10:30 AM
18629,5/23/22 11:58 AM
29103,5/19/22 1:49 PM
16368,5/19/22 6:00 PM
11932,5/21/22 10:33 PM
13524,5/20/22 7:56 AM
19793,5/19/22 11:49 AM
12496,5/21/22 8:28 AM
28322,5/19/22 5:47 PM
27434,5/21/22 7:32 PM
24640,5/21/22 7:42 AM
26467,5/23/22 3:18 AM
21223,5/20/22 10:13 PM
24184,5/19/22 4:13 PM
15924,5/24/22 1:56 PM
25368,5/25/22 8:16 PM
14982,5/22/22 12:33 PM
28486,5/21/22 11:06 AM
11752,5/22/22 11:36 PM
27727,5/23/22 8:59 PM
11550,5/22/22 8:28 PM
11004,5/25/22 8:24 AM
14601,5/25/22 10:38 AM
18580,5/25/22 2:09 AM
14330,5/19/22 7:59 AM
21021,5/23/22 8:46 PM
19104,5/22/22 6:49 PM
26374,5/22/22 11:21 AM
21311,5/20/22 4:24 AM
23386,5/22/22 11:17 PM
15607,5/24/22 11:17 PM
29130,5/23/22 12:00 AM
12209,5/24/22 1:46 PM
24940,5/24/22 3:38 AM
15720,5/24/22 8:01 PM
20606,5/19/22 5:28 PM
27035,5/25/22 3:54 PM
16661,5/23/22 10:24 PM
22901,5/20/22 6:28 PM
23167,5/24/22 8:27 AM
12115,5/23/22 9:21 AM
13362,5/19/22 10:45 AM
11929,5/20/22 11:44 AM
16063,5/22/22 6:36 PM
22851,5/21/22 11:59 AM
14230,5/23/22 3:52 PM
27361,5/21/22 12:54 AM
18757,5/20/22 1:44 AM
26607,5/25/22 5:53 PM
18584,5/25/22 7:08 AM
17729,5/22/22 9:11 AM
26584,5/21/22 9:42 PM
18118,5/20/22 8:29 AM
17003,5/21/22 5:52 PM
27854,5/25/22 9:01 PM
26435,5/23/22 1:38 AM
15129,5/22/22 9:39 AM
23113,5/21/22 8:16 PM
21340,5/20/22 3:02 PM
17558,5/20/22 8:54 PM
22811,5/23/22 2:56 PM
24652,5/20/22 6:59 PM
16052,5/23/22 9:34 PM
18830,5/23/22 9:36 AM
29252,5/20/22 1:41 AM
26300,5/23/22 2:50 AM
27253,5/25/22 1:54 PM
28711,5/24/22 5:46 PM
16176,5/23/22 9:57 AM
22297,5/21/22 11:39 AM
25078,5/21/22 4:06 PM
16984,5/24/22 5:42 PM
17365,5/19/22 7:14 PM
18733,5/24/22 5:35 PM
14445,5/21/22 8:44 PM
26840,5/22/22 6:30 PM
14900,5/25/22 1:12 AM
21524,5/21/22 10:29 PM
27472,5/23/22 6:19 PM
15757,5/24/22 7:59 PM
27221,5/21/22 2:32 AM
17417,5/20/22 12:08 AM
26074,5/24/22 7:51 PM
17289,5/19/22 12:50 AM
17546,5/21/22 8:36 PM
15014,5/25/22 7:03 PM
23688,5/21/22 12:44 AM
23547,5/19/22 8:29 PM
23293,5/24/22 11:44 PM
12681,5/25/22 3:54 PM
27082,5/23/22 5:12 AM
21713,5/23/22 7:53 PM
11240,5/19/22 9:09 AM
21121,5/25/22 3:04 AM
20063,5/20/22 8:55 AM
22440,5/23/22 10:44 AM
22682,5/25/22 7:12 PM
23440,5/24/22 10:57 AM
21673,5/25/22 11:57 PM
24023,5/22/22 3:18 PM
22673,5/25/22 5:31 AM
20826,5/23/22 10:54 AM
18038,5/21/22 2:31 AM
12203,5/24/22 10:08 PM
18870,5/20/22 5:39 AM
19744,5/25/22 7:31 PM
15979,5/25/22 7:47 PM
21049,5/20/22 3:09 PM
28666,5/24/22 11:38 PM
26437,5/22/22 10:26 PM
16712,5/24/22 7:38 AM
11144,5/22/22 2:43 PM
11838,5/19/22 1:07 AM
11893,5/19/22 3:07 AM
18389,5/21/22 3:27 PM
11111,5/19/22 5:39 AM
16794,5/22/22 6:18 PM
18078,5/22/22 3:43 AM
24064,5/22/22 10:32 PM
18837,5/24/22 2:10 AM
18591,5/19/22 4:37 AM
12987,5/24/22 12:10 AM
24937,5/24/22 5:30 PM
14344,5/23/22 4:14 AM
23574,5/23/22 3:07 PM
21757,5/19/22 1:17 AM
11540,5/24/22 10:25 AM
25035,5/23/22 5:48 PM
16362,5/19/22 5:54 PM
15262,5/23/22 12:58 AM
20391,5/24/22 10:35 AM
20113,5/19/22 7:48 AM
13695,5/19/22 12:24 PM
23278,5/19/22 5:29 AM
28150,5/25/22 4:55 AM
27012,5/20/22 9:31 AM
27753,5/20/22 7:03 PM
23657,5/22/22 8:42 PM
15843,5/19/22 6:49 AM
12350,5/19/22 8:11 PM
17385,5/23/22 10:25 AM
18681,5/24/22 10:33 PM
27645,5/21/22 3:33 AM
16247,5/21/22 6:59 PM
26848,5/24/22 5:50 PM
23363,5/19/22 5:23 AM
21370,5/24/22 8:13 PM
13382,5/20/22 11:00 PM
11980,5/24/22 12:44 AM
19701,5/22/22 2:00 PM
19137,5/22/22 7:12 AM
22290,5/23/22 1:53 AM
29185,5/23/22 12:43 PM
22005,5/20/22 6:36 AM
11300,5/23/22 7:15 PM
22301,5/24/22 9:49 AM
27469,5/24/22 11:05 AM
23701,5/22/22 2:07 AM
19940,5/22/22 3:24 PM
21485,5/20/22 6:15 PM
20737,5/22/22 6:52 AM
28625,5/24/22 11:40 PM
26582,5/23/22 11:52 AM
16725,5/24/22 9:42 PM
27860,5/25/22 12:24 AM
19369,5/21/22 9:48 PM
25911,5/20/22 10:38 AM
25523,5/20/22 1:55 PM
20951,5/20/22 12:08 AM
13655,5/23/22 5:08 PM
21748,5/23/22 2:50 AM
17786,5/22/22 11:24 PM
12790,5/22/22 6:22 AM
20286,5/19/22 8:41 PM
16746,5/25/22 10:00 AM
19270,5/23/22 1:29 AM
18361,5/19/22 8:42 PM
11432,5/25/22 10:35 PM
25387,5/21/22 6:36 AM
13585,5/21/22 1:20 PM
24295,5/19/22 8:35 PM
22016,5/20/22 6:38 PM
15224,5/22/22 6:50 AM
25647,5/21/22 5:02 PM
26450,5/24/22 3:23 PM
27223,5/24/22 9:07 PM
17426,5/23/22 2:08 PM
11285,5/24/22 12:39 PM
27448,5/24/22 12:19 AM
24814,5/23/22 5:51 PM
11359,5/20/22 9:28 AM
22625,5/21/22 3:33 PM
23518,5/25/22 6:57 PM
23984,5/20/22 1:46 PM
24519,5/22/22 6:46 AM
18072,5/23/22 6:30 PM
21442,5/25/22 5:08 AM
19796,5/20/22 6:02 AM
11534,5/19/22 6:32 AM
19127,5/21/22 6:10 PM
29443,5/21/22 2:44 AM
22396,5/22/22 2:02 PM
26061,5/22/22 9:52 PM
14035,5/22/22 2:42 PM
23339,5/22/22 11:27 AM
18642,5/20/22 11:21 PM
17001,5/22/22 5:49 PM
11688,5/25/22 9:04 PM
27227,5/23/22 10:39 AM
19409,5/19/22 9:17 AM
17794,5/25/22 9:35 AM
18834,5/21/22 10:27 AM
28874,5/19/22 9:02 AM
15699,5/24/22 7:32 AM
14635,5/21/22 6:58 PM
21272,5/20/22 1:56 PM
11228,5/23/22 8:08 PM
26638,5/21/22 10:59 AM
16221,5/24/22 4:22 PM
21696,5/19/22 12:11 AM
16172,5/21/22 10:16 PM
16129,5/24/22 10:45 PM
26921,5/21/22 9:45 AM
15567,5/25/22 5:40 PM
16819,5/23/22 2:29 AM
22853,5/24/22 11:26 AM
28832,5/19/22 1:49 AM
26134,5/24/22 9:08 PM
12686,5/19/22 10:46 PM
15472,5/20/22 6:35 AM
16951,5/22/22 11:08 AM
19847,5/25/22 5:56 AM
14255,5/19/22 12:22 PM
26483,5/20/22 3:48 PM
17241,5/24/22 7:33 PM
23449,5/21/22 6:49 PM
22126,5/22/22 6:57 AM
13268,5/19/22 6:17 AM
16061,5/21/22 4:24 AM
24062,5/21/22 12:36 AM
24390,5/23/22 10:46 AM
29206,5/21/22 8:27 PM
24111,5/19/22 5:24 PM
24123,5/19/22 11:27 PM
19319,5/24/22 3:08 AM
23663,5/24/22 5:00 PM
12750,5/21/22 12:51 PM
21527,5/22/22 10:26 PM
28553,5/25/22 10:11 PM
25154,5/22/22 2:07 PM
15362,5/20/22 4:36 AM
21227,5/22/22 11:38 PM
13018,5/19/22 5:44 AM
11736,5/24/22 5:41 PM
19459,5/25/22 5:51 PM
28415,5/21/22 2:03 PM
28416,5/19/22 7:36 PM
27246,5/19/22 7:21 AM
24648,5/24/22 7:25 PM
20309,5/20/22 2:45 PM
14096,5/22/22 2:05 PM
12503,5/24/22 1:43 AM
23387,5/19/22 11:44 PM
23824,5/25/22 9:46 PM
20244,5/25/22 6:17 PM
14812,5/19/22 3:31 AM
24404,5/22/22 7:19 AM
18380,5/24/22 11:32 AM
19629,5/24/22 6:53 PM
22730,5/20/22 12:42 AM
21626,5/23/22 4:32 AM
29293,5/21/22 8:46 AM
19455,5/24/22 12:28 PM
12994,5/24/22 7:21 AM
12095,5/19/22 9:30 AM
23438,5/20/22 6:03 AM
17042,5/23/22 4:57 PM
22733,5/23/22 1:00 AM
17419,5/25/22 11:21 PM
16166,5/23/22 2:20 AM
21288,5/24/22 6:23 AM
20522,5/22/22 11:43 AM
23087,5/19/22 10:05 AM
21491,5/25/22 8:07 AM
24267,5/25/22 5:28 AM
23793,5/19/22 6:29 PM
23606,5/21/22 4:25 PM
25331,5/19/22 11:48 PM
14314,5/19/22 8:09 PM
15795,5/20/22 7:49 AM
18687,5/24/22 5:54 PM
20451,5/24/22 12:12 PM
28614,5/19/22 10:15 AM
20571,5/21/22 9:03 PM
17782,5/24/22 3:09 AM
23430,5/23/22 7:58 PM
24747,5/23/22 9:01 AM
24301,5/24/22 4:03 PM
27288,5/25/22 8:28 PM
17960,5/22/22 12:00 PM
11608,5/24/22 10:56 PM
23967,5/25/22 9:51 PM
18399,5/20/22 11:00 AM
15414,5/23/22 1:06 AM
16738,5/23/22 2:13 AM
14299,5/19/22 10:29 AM
14647,5/25/22 8:45 AM
15978,5/24/22 5:52 PM
11121,5/19/22 12:14 PM
27856,5/21/22 3:47 PM
12709,5/23/22 8:11 PM
22369,5/21/22 7:13 AM
16143,5/19/22 9:35 PM
18195,5/24/22 1:27 AM
14369,5/19/22 3:37 PM
24422,5/25/22 1:06 AM
16874,5/23/22 10:52 PM
15228,5/20/22 4:52 AM
17412,5/22/22 8:45 PM
26972,5/21/22 7:47 AM
17987,5/24/22 8:57 PM
18112,5/21/22 6:45 PM
13414,5/24/22 11:46 AM
22920,5/19/22 5:55 AM
15564,5/23/22 12:19 PM
26834,5/23/22 11:17 AM
26631,5/21/22 7:49 PM
13841,5/21/22 9:43 PM
17360,5/19/22 9:21 AM
13876,5/25/22 11:03 PM
17604,5/25/22 6:54 PM
17056,5/23/22 6:24 AM
11680,5/19/22 6:51 AM
18143,5/21/22 10:19 PM
23996,5/19/22 9:45 PM
17539,5/24/22 2:38 PM
23028,5/21/22 5:56 AM
11115,5/19/22 9:12 PM
19297,5/24/22 8:34 PM
23309,5/25/22 4:08 PM
13994,5/24/22 1:47 AM
23839,5/24/22 11:59 PM
22375,5/21/22 10:30 AM
15621,5/24/22 6:58 PM
23344,5/21/22 7:46 AM
16239,5/25/22 6:21 AM
25776,5/22/22 10:24 PM
26122,5/24/22 7:51 AM
16512,5/20/22 3:15 AM
22972,5/22/22 5:58 PM
13708,5/19/22 12:24 AM
27942,5/23/22 5:17 PM
23798,5/20/22 7:02 PM
25270,5/24/22 10:47 AM
13350,5/25/22 2:17 PM
20764,5/20/22 9:32 AM
27571,5/25/22 4:00 AM
17267,5/20/22 6:21 AM
19752,5/25/22 8:16 PM
24969,5/21/22 5:50 AM
16598,5/23/22 11:11 PM
29022,5/24/22 2:36 AM
24830,5/22/22 12:20 PM
19307,5/20/22 2:31 AM
21226,5/19/22 1:23 PM
18581,5/21/22 1:59 AM
27446,5/20/22 2:23 PM
15364,5/23/22 11:49 AM
19607,5/25/22 5:26 AM
13145,5/23/22 12:45 AM
23203,5/25/22 3:07 AM
24622,5/21/22 6:33 AM
25540,5/20/22 9:49 AM
23974,5/24/22 12:28 PM
21472,5/19/22 2:50 AM
16949,5/21/22 2:27 PM
17642,5/21/22 5:53 PM
15779,5/22/22 6:06 AM
11919,5/20/22 3:21 PM
22881,5/23/22 1:44 PM
15405,5/25/22 8:59 AM
19502,5/25/22 7:07 AM
13301,5/25/22 4:10 AM
13621,5/23/22 6:59 PM
20029,5/21/22 10:28 AM
28211,5/21/22 4:22 AM
23045,5/21/22 6:51 PM
21929,5/25/22 7:55 PM
24731,5/22/22 10:55 PM
18494,5/21/22 9:29 AM
15919,5/23/22 11:17 PM
18770,5/20/22 2:57 AM
27340,5/21/22 6:53 AM
16928,5/24/22 12:29 PM
11698,5/21/22 10:55 AM
26117,5/24/22 7:51 AM
26188,5/24/22 8:16 AM
16862,5/22/22 2:17 PM
22986,5/20/22 4:16 PM
21351,5/19/22 12:17 AM
28058,5/24/22 6:52 PM
15912,5/19/22 7:31 AM
19431,5/21/22 5:13 PM
28873,5/20/22 8:17 AM
19060,5/21/22 9:36 AM
11010,5/21/22 6:20 PM
23270,5/24/22 3:02 AM
18489,5/22/22 9:28 AM
27054,5/19/22 1:15 PM
27208,5/22/22 2:35 PM
26531,5/22/22 12:18 PM
24368,5/21/22 10:20 PM
27977,5/22/22 5:24 AM
18897,5/23/22 6:13 AM
26511,5/23/22 11:18 PM
26507,5/20/22 5:42 AM
12244,5/19/22 6:38 PM
14017,5/21/22 10:04 PM
14757,5/23/22 3:07 AM
18794,5/25/22 11:50 PM
18068,5/20/22 2:00 PM
12684,5/24/22 7:28 AM
16764,5/23/22 10:13 AM
19470,5/25/22 8:56 AM
29027,5/23/22 4:30 PM
12647,5/25/22 9:34 AM
14983,5/20/22 10:47 AM
13993,5/21/22 5:55 PM
11472,5/24/22 12:23 AM
26681,5/20/22 9:00 AM
25283,5/19/22 1:19 AM
27078,5/22/22 9:08 AM
23652,5/21/22 11:54 AM
14297,5/24/22 1:30 PM
21422,5/21/22 8:04 PM
18042,5/25/22 1:42 AM
21329,5/21/22 8:22 PM
24569,5/20/22 4:26 PM
18105,5/24/22 6:42 AM
28075,5/23/22 8:02 PM
20626,5/22/22 2:56 PM
27756,5/25/22 1:21 PM
